,Compagnie d'assurance,Date de création,Nom et Prénom Assuré /Raison Sociale,Immatriculation Véhicule assuré,Mode de gestion,Garantie impliquée,Chargé réparation,Marque,Réparateur,Expert,Compagnie adverse,Accord VR (Véhicule de remplacement),Agence,Agent,Cas de barème,Chargé acceptation,Code agence,Date Accident,Date acceptation,Date accord (SST),Date demande,Etape Dossier,Etat d'approbation,Immatriculation tiers,Montant total devis,Nom et Prénom tiers /Raison Sociale,Numero sinistre,Numéro de contrat,Point Choc,Position GA,SST,Nbr réclamations antérieures,Day Accident,Month Accident,Year Accident,Day demande,Month demande,Year demande,Retard reclamation,Fraud
660,3,294,6,939,2,3,1,18,39,11,13,2,84,84,19,1,27,53,839,827,41,10,0,976,878,962,371,492,38,0,0,0,19,4,0,25,5,0,54,0
661,3,298,211,60,3,3,1,18,39,4,13,0,45,45,1,0,71,52,6,443,39,16,0,640,65,702,370,436,59,1,1,0,18,4,0,20,4,0,22,1
662,2,301,502,804,1,1,6,10,37,21,16,2,96,96,1,1,86,52,839,827,38,10,0,601,868,630,369,830,46,1,0,0,18,4,0,19,4,0,1,0
663,2,299,957,1023,1,1,7,15,56,10,16,0,14,14,1,1,74,52,206,480,46,16,0,324,240,833,368,374,30,1,1,0,18,4,0,30,5,0,5,0
664,2,337,827,532,3,3,1,31,50,8,0,0,58,58,19,1,91,50,100,359,42,16,0,976,491,962,367,365,30,0,1,0,15,4,0,26,5,0,2,0
665,2,299,1,701,1,1,6,32,33,23,16,0,50,50,4,1,3,50,77,335,41,16,0,710,641,307,366,123,69,1,1,0,15,4,0,25,5,0,73,0
666,2,382,808,709,3,3,8,13,29,20,1,2,92,92,18,1,73,48,839,827,35,4,0,789,878,543,365,904,42,1,0,1,13,4,0,15,4,0,22,0
667,3,3,209,294,1,4,0,6,69,29,16,0,89,89,1,0,2,6,231,436,3,16,0,87,331,777,364,742,38,1,1,0,29,0,0,1,0,0,22,1
668,2,327,356,937,1,2,8,40,57,25,0,0,88,88,4,0,0,46,56,618,50,16,0,833,674,106,363,617,46,1,1,0,10,4,0,4,5,0,25,0
669,3,316,3,321,3,3,8,11,53,6,10,2,92,92,1,1,73,39,839,827,46,4,0,89,878,881,362,402,60,1,0,1,3,4,0,30,5,0,28,1
670,2,319,727,152,1,2,6,32,69,29,0,0,53,53,0,0,37,43,528,177,33,16,0,866,664,596,361,801,4,1,1,0,7,4,0,13,4,0,54,0
671,3,327,1012,406,1,1,6,31,7,19,16,0,9,9,19,1,60,46,707,567,33,16,0,296,166,276,360,460,64,0,4,0,10,4,0,13,4,0,22,0
672,3,320,189,82,3,3,0,15,69,29,15,0,86,86,18,0,55,41,672,108,37,16,0,140,164,183,359,655,30,1,4,0,5,4,0,18,4,0,7,0
673,3,322,990,995,2,3,5,18,43,28,1,2,54,54,11,1,54,4,839,827,6,10,0,776,878,750,1011,321,48,1,0,0,27,0,0,6,0,0,73,0
674,3,322,871,165,1,1,0,23,69,29,8,2,88,88,4,1,0,45,579,827,221,4,0,204,878,658,358,7,54,1,0,0,9,4,0,14,2,0,32,0
675,3,331,252,594,2,3,6,10,37,23,0,0,89,89,0,1,2,42,505,358,32,16,0,691,512,522,357,169,59,1,1,0,6,4,0,12,4,0,54,0
676,3,334,410,957,1,0,0,15,69,29,16,0,88,88,19,1,0,45,504,182,31,16,0,976,668,962,1010,694,30,0,1,0,9,4,0,10,4,0,1,0
677,3,347,592,57,3,3,1,1,36,19,12,2,84,84,6,1,27,42,839,827,87,3,0,272,855,86,356,479,64,1,0,0,6,4,0,30,7,0,72,0
678,3,347,454,404,2,3,8,24,57,17,13,0,45,45,1,1,71,43,260,356,39,16,0,665,835,311,1009,506,4,1,4,0,7,4,0,20,4,0,7,0
679,3,365,109,69,2,3,8,40,57,20,2,0,92,92,19,1,73,43,748,63,39,16,0,976,139,962,1008,371,14,0,1,0,7,4,0,20,4,0,7,0
680,2,350,906,240,1,1,7,36,18,14,16,0,92,92,6,1,73,42,744,283,31,16,0,46,715,824,355,644,50,1,1,1,6,4,0,10,4,0,45,0
681,3,358,310,714,1,1,0,23,69,29,16,0,58,58,19,1,91,42,445,485,30,16,0,134,734,767,354,420,30,0,1,0,6,4,0,9,4,0,35,0
682,2,366,463,874,0,3,7,7,47,27,5,0,70,70,11,0,59,39,363,478,29,16,0,670,186,530,353,646,5,1,4,0,3,4,0,6,4,0,35,0
683,2,369,323,7,1,1,6,31,69,29,16,0,70,70,0,2,59,39,444,733,29,16,0,28,568,746,24,805,4,1,4,0,3,4,0,6,4,0,35,0
684,2,369,825,107,3,3,1,3,50,8,1,2,65,65,1,1,78,40,839,827,37,4,0,165,878,611,352,397,30,1,0,0,4,4,0,18,4,0,8,0
685,3,361,558,341,3,3,0,6,69,29,1,2,86,86,11,1,55,36,5,650,38,7,0,307,162,766,351,208,5,1,1,0,30,4,0,19,4,0,20,0
686,2,364,504,250,1,1,8,25,57,20,10,2,92,92,1,1,73,333,836,827,248,2,0,346,878,890,23,195,22,1,0,1,23,3,0,24,3,0,1,0
687,2,364,504,250,1,1,8,25,57,20,16,2,54,54,0,1,54,331,743,827,246,4,0,791,878,809,948,174,4,1,0,1,17,3,0,19,3,0,22,0
688,3,380,343,826,3,3,1,37,8,17,10,2,82,82,5,1,79,329,700,827,244,4,0,117,878,108,350,539,30,1,0,0,15,3,0,17,3,0,22,0
689,2,389,1029,23,3,3,8,10,57,20,1,2,1,0,19,1,62,328,624,827,243,4,0,976,878,962,22,549,33,0,0,0,14,3,0,16,3,0,22,0
690,3,390,225,576,3,3,8,11,57,20,13,0,53,53,11,0,37,39,29,109,30,16,0,497,19,826,349,812,5,1,1,0,3,4,0,9,4,0,60,1
691,3,394,312,180,3,3,8,31,57,20,10,2,88,88,19,1,0,325,502,827,240,4,0,976,878,962,0,597,46,0,0,0,8,3,0,10,3,0,22,0
692,3,428,834,368,1,1,8,15,57,20,16,2,88,88,9,1,0,322,522,827,239,4,0,946,878,239,348,597,64,1,0,0,4,3,0,9,3,0,54,0
693,3,400,489,913,3,3,5,10,1,28,0,2,12,12,6,1,16,324,469,827,239,4,0,792,878,171,347,829,38,1,0,0,7,3,0,9,3,0,22,0
694,3,404,332,234,3,3,8,40,57,20,12,0,88,88,19,1,0,322,472,694,239,16,0,976,425,962,346,607,38,0,3,0,4,3,0,9,3,0,54,1
695,3,0,15,44,3,3,0,31,69,29,2,0,88,88,12,1,0,322,500,696,237,16,0,948,276,905,345,964,4,1,4,0,4,3,0,7,3,0,35,1
696,3,2,953,310,1,1,0,10,69,29,2,0,88,88,19,1,0,313,303,433,235,16,0,798,574,932,1007,984,46,1,1,1,25,3,0,3,3,0,70,1
697,2,411,480,753,1,1,1,18,62,8,1,2,92,92,4,1,73,320,839,827,234,11,0,860,878,334,21,997,70,1,0,0,2,3,0,2,3,0,0,0
698,3,414,191,665,3,3,0,6,69,29,13,2,83,83,18,1,72,316,521,827,241,4,0,252,878,49,344,532,70,1,0,0,28,3,0,12,3,0,8,1
699,2,421,324,312,1,1,1,6,69,29,1,0,88,88,19,1,0,30,474,557,29,16,0,976,366,962,1006,313,56,0,4,0,22,4,0,6,4,0,7,0
700,3,430,816,157,3,3,6,32,33,3,10,2,90,90,13,1,45,316,664,827,234,13,0,73,878,209,343,866,30,1,0,0,28,3,0,2,3,0,45,0
701,3,423,742,280,1,1,5,15,59,1,16,0,92,92,1,1,73,309,226,407,232,16,0,952,752,799,20,927,4,1,4,0,23,2,0,30,3,0,73,0
702,3,426,496,676,3,3,6,16,37,3,2,0,92,92,5,1,73,314,225,300,232,16,0,356,75,571,19,298,64,1,4,0,26,3,0,30,3,0,45,0
703,3,27,333,388,3,3,5,40,49,28,7,2,1,0,19,1,62,311,222,827,232,4,0,976,878,962,342,246,30,0,0,0,11,3,0,30,3,0,65,0
704,3,433,220,901,3,3,8,40,57,20,11,2,18,19,1,1,77,312,703,827,237,4,0,467,878,659,18,0,30,1,0,0,22,3,0,7,3,0,8,0
705,3,432,997,695,2,3,7,40,46,14,14,0,53,53,0,0,37,38,306,7,26,16,0,112,423,178,341,513,21,1,1,0,2,4,0,3,4,0,1,0
706,3,36,868,339,2,3,0,6,69,29,4,2,84,84,10,1,27,313,278,827,234,4,0,379,878,346,340,398,51,1,0,0,25,3,0,2,3,0,65,1
707,3,2,717,607,3,3,1,31,31,3,13,0,90,90,1,1,45,311,122,405,230,16,0,119,308,100,339,670,59,1,4,0,11,3,0,26,3,0,35,0
708,3,15,462,201,3,3,0,14,69,29,9,0,84,84,0,1,27,309,227,271,232,16,0,735,537,13,338,530,59,1,4,1,23,2,0,30,3,0,73,0
709,3,23,161,486,3,3,0,40,69,29,14,2,96,96,9,1,86,305,839,827,229,10,0,48,878,822,17,983,64,1,0,0,18,2,0,25,3,0,70,1
710,3,441,75,1051,3,3,0,29,69,29,11,0,92,92,1,0,73,36,673,287,27,16,0,750,406,765,337,803,42,1,1,0,30,4,0,4,4,0,45,0
711,3,442,89,77,1,1,7,40,69,29,16,0,92,92,19,1,73,310,71,131,228,16,0,976,736,962,947,816,73,0,4,0,0,3,0,22,3,0,22,0
712,3,444,181,144,3,3,6,32,6,3,2,2,19,20,0,1,89,305,627,827,235,4,0,71,878,395,16,368,4,1,0,0,18,2,0,3,3,0,17,0
713,3,39,831,633,3,3,0,10,69,29,13,0,82,82,19,1,79,304,791,326,224,0,0,353,13,852,4,457,30,0,1,0,17,2,0,19,2,0,22,1
714,8,7,291,34,3,3,0,18,69,29,10,0,90,90,15,1,45,38,359,412,29,16,0,518,171,762,1005,175,73,1,1,0,2,4,0,6,4,0,45,1
715,8,154,284,314,3,3,5,31,26,28,5,2,84,84,0,1,27,276,325,530,235,6,0,25,584,617,1004,740,23,1,1,0,19,1,0,3,3,0,51,0
716,8,340,672,418,3,3,0,33,69,29,0,2,69,69,1,1,46,300,839,827,223,10,0,368,878,305,336,261,59,1,0,1,13,2,0,18,2,0,54,1
717,8,170,575,645,2,3,0,18,69,29,13,2,84,84,14,1,27,302,839,103,223,10,0,765,210,863,335,516,67,1,4,0,15,2,0,18,2,0,35,1
718,8,26,113,173,3,3,0,31,69,29,13,2,1,0,19,1,62,302,839,827,223,10,0,976,878,962,15,307,15,0,0,0,15,2,0,18,2,0,35,1
719,8,191,71,686,3,3,5,27,59,1,13,0,58,58,19,1,91,302,733,237,224,16,0,976,768,962,334,610,68,0,1,0,15,2,0,19,2,0,45,0
720,8,167,414,59,3,3,5,15,42,1,2,2,1,0,19,1,62,300,697,235,223,9,0,976,761,962,14,399,70,0,1,0,13,2,0,18,2,0,54,0
721,8,79,843,189,1,5,0,11,69,29,2,0,84,84,19,1,27,301,693,475,222,16,0,976,611,962,333,702,30,0,1,2,14,2,0,17,2,0,35,1
722,8,35,572,496,1,0,0,32,69,29,16,0,1,0,4,1,62,298,737,788,220,16,0,465,84,806,946,611,42,1,1,0,10,2,0,13,2,0,22,0
723,4,181,94,495,1,2,0,26,69,29,7,2,24,25,0,2,31,297,839,827,220,10,0,766,831,217,332,714,29,1,0,0,9,2,0,13,2,0,35,0
724,4,300,978,281,1,0,0,11,69,29,16,0,97,97,0,1,70,298,695,220,220,16,0,461,91,260,331,543,4,1,4,0,10,2,0,13,2,0,22,0
725,4,216,210,558,3,3,6,31,7,23,1,0,24,25,1,1,31,297,545,52,220,14,0,770,289,458,2,427,71,1,4,1,9,2,0,13,2,0,35,0
726,4,40,223,161,1,1,0,32,69,29,10,0,84,84,18,1,27,296,496,218,218,16,0,703,544,450,1003,338,71,1,1,0,8,2,0,10,2,0,22,0
727,4,51,315,143,1,1,1,24,25,25,7,0,24,25,11,1,31,294,141,304,217,14,0,330,520,771,330,427,5,1,1,0,5,2,0,7,2,0,22,0
728,4,52,132,769,3,3,5,6,26,1,14,0,53,53,1,1,37,286,353,504,215,16,0,351,803,42,13,297,4,1,4,0,27,2,0,5,2,0,70,0
729,4,79,623,899,1,1,0,10,69,29,16,0,92,92,0,1,73,290,323,727,213,16,0,643,600,632,329,82,4,1,1,1,1,2,0,3,2,0,22,0
730,4,65,518,773,3,3,6,5,31,25,2,2,9,9,16,1,60,291,52,157,215,6,0,864,9,459,328,928,70,1,1,0,2,2,0,5,2,0,35,0
731,4,69,428,813,3,3,0,31,69,29,12,0,89,89,4,1,2,290,467,505,212,16,0,437,830,502,327,215,64,1,1,0,1,2,0,2,2,0,1,0
732,4,76,116,22,1,1,8,14,53,22,16,2,70,70,19,1,59,288,839,51,212,10,0,976,151,962,12,385,30,0,1,0,29,2,0,2,2,0,35,0
733,4,74,538,822,1,0,3,40,67,1,16,0,19,20,5,1,89,242,272,669,212,16,0,175,707,800,326,131,70,1,4,0,8,11,0,2,2,0,57,0
734,4,77,980,679,1,2,0,33,69,29,9,2,88,88,0,1,0,280,839,509,208,10,0,343,570,642,325,67,19,1,1,0,24,1,0,26,2,0,54,1
735,4,113,567,92,1,2,8,40,57,19,0,0,70,70,0,1,59,277,120,263,206,16,0,712,319,206,1002,698,4,1,4,0,20,1,0,0,2,0,45,1
736,4,83,232,590,3,3,5,40,48,28,1,0,86,86,4,2,55,270,663,785,215,16,0,681,424,871,1001,966,70,1,4,0,13,1,0,5,2,0,27,1
737,4,90,1017,865,1,0,3,24,67,1,16,2,9,9,15,1,60,279,834,826,220,6,0,890,678,464,11,590,64,1,1,0,23,1,0,13,2,0,25,0
738,4,96,304,658,1,1,5,31,69,29,16,0,82,82,1,1,79,273,792,99,226,15,0,146,856,748,3,457,4,1,4,0,16,1,0,21,2,0,42,0
739,4,96,298,227,1,0,3,23,12,2,16,0,24,25,9,1,31,277,833,470,205,16,0,976,702,962,1000,979,73,0,1,0,20,1,0,24,1,0,35,0
740,4,98,499,117,3,3,1,40,35,8,2,0,92,92,6,1,73,278,26,175,204,16,0,831,15,175,10,745,73,1,1,0,21,1,0,23,1,0,1,0
741,4,97,684,433,3,3,2,40,33,21,1,0,53,53,11,1,37,273,498,302,204,16,0,55,149,506,945,812,5,1,1,0,16,1,0,23,1,0,60,0
742,4,104,365,254,3,3,7,18,17,14,3,0,88,88,0,1,0,277,813,26,204,16,0,544,163,710,324,825,4,1,4,0,20,1,0,23,1,0,22,1
743,4,115,122,261,1,1,0,14,69,29,1,2,12,12,4,1,16,275,28,827,205,13,0,873,878,223,323,569,43,1,0,0,18,1,0,24,1,0,54,1
744,4,117,529,915,3,3,0,40,69,29,13,0,24,25,4,1,31,275,830,296,205,16,0,575,104,288,322,453,70,1,4,0,18,1,0,24,1,0,54,1
745,4,120,206,726,1,0,3,27,61,25,16,2,50,50,0,1,3,273,839,827,202,10,0,64,878,280,999,973,4,1,0,0,16,1,0,20,1,0,45,0
746,4,141,1003,504,3,3,7,24,24,27,13,0,38,39,10,1,10,269,785,506,199,16,0,241,159,756,321,361,51,1,1,0,12,1,0,15,1,0,35,0
747,4,147,268,560,1,1,7,31,69,29,16,0,38,39,19,1,10,272,784,507,199,16,0,976,25,962,998,361,0,0,1,0,15,1,0,15,1,0,0,0
748,4,153,267,37,1,1,7,10,69,29,2,0,83,83,1,1,72,33,171,79,23,16,0,312,832,931,320,211,64,1,4,0,27,4,0,29,4,0,22,0
749,4,154,770,298,3,3,0,31,69,29,2,2,86,86,11,0,55,28,839,827,26,13,0,121,878,902,319,642,5,1,0,0,0,4,0,3,4,0,5,1
750,4,160,921,307,1,1,5,6,1,28,0,2,19,20,8,1,89,262,839,827,198,10,0,26,878,187,318,116,64,1,0,0,3,1,0,14,1,0,2,0
751,4,160,1036,687,3,3,7,6,4,15,2,2,58,58,0,1,91,251,839,827,198,4,0,436,878,27,317,421,13,1,0,0,21,11,0,14,1,0,26,0
752,4,165,486,1041,1,0,3,6,67,1,16,2,58,58,0,1,91,251,839,827,209,10,0,436,878,27,317,421,14,1,0,0,21,11,0,27,2,0,43,0
753,4,166,93,445,3,3,1,32,33,23,1,2,54,54,0,1,54,266,839,827,196,10,0,594,878,521,316,221,4,1,0,0,7,1,0,9,1,0,22,0
754,4,138,525,646,1,2,2,10,69,29,5,0,71,71,19,1,57,266,436,639,195,16,0,878,640,203,315,813,54,0,1,0,7,1,0,8,1,0,1,0
755,4,172,815,923,3,3,0,33,69,29,13,0,92,92,0,1,73,266,594,24,198,16,0,897,443,125,314,401,4,1,1,0,7,1,0,14,1,0,60,0
756,4,177,554,106,3,3,7,40,56,14,1,0,36,37,11,1,63,30,170,716,23,16,0,227,710,945,313,579,5,1,1,0,22,4,0,29,4,0,54,0
757,4,184,599,72,3,3,7,40,56,14,1,0,70,70,18,0,59,3,73,477,5,16,0,707,45,428,312,74,74,1,1,0,25,0,0,5,0,0,2,0
758,4,185,205,87,1,1,7,11,24,27,16,2,92,92,4,0,73,28,839,827,22,13,0,130,878,595,311,59,30,1,0,0,0,4,0,28,4,0,60,0
759,4,189,811,31,1,0,3,6,61,22,16,0,88,88,18,1,0,259,789,49,190,16,0,662,252,546,310,967,74,1,4,0,30,1,0,1,1,0,1,0
760,4,210,887,993,1,1,6,6,31,21,15,2,86,86,19,1,55,31,839,310,41,10,0,976,630,962,309,758,64,0,4,1,25,4,0,25,5,0,33,0
761,4,210,887,993,1,1,6,6,31,21,16,0,58,58,11,1,91,250,248,462,189,16,0,408,499,164,308,490,5,1,1,1,20,11,0,30,1,0,5,0
762,4,191,915,672,1,1,8,40,57,23,16,2,84,84,14,0,27,30,839,827,38,11,0,225,878,377,307,783,12,1,0,0,22,4,0,19,4,0,27,0
763,4,201,917,320,1,1,6,6,31,22,16,0,1,0,1,1,62,252,200,233,188,16,0,111,629,216,997,231,73,1,4,0,23,11,0,29,1,0,70,0
764,4,196,495,222,3,3,0,40,69,29,3,0,24,25,0,1,31,252,217,464,187,16,0,734,79,518,306,136,4,1,1,0,23,11,0,28,1,0,65,0
765,4,202,196,248,1,1,0,31,69,29,16,0,1,0,5,1,62,250,48,95,184,16,0,404,585,389,305,231,30,1,4,0,20,11,0,11,1,0,45,0
766,4,209,1015,465,3,3,7,38,4,14,1,2,9,9,19,1,60,252,839,827,184,10,0,976,878,962,304,245,2,0,0,0,23,11,0,11,1,0,22,0
767,4,208,351,408,3,3,5,11,48,1,12,0,84,84,19,1,27,251,47,787,184,16,0,344,329,631,303,660,30,0,1,1,21,11,0,11,1,0,35,0
768,4,208,204,959,3,3,8,7,0,23,1,0,19,20,0,1,89,248,163,29,187,16,0,842,754,152,9,732,4,0,4,0,16,11,0,28,1,0,8,0
769,4,211,803,336,3,3,0,31,69,29,12,0,84,84,19,0,27,4,443,767,3,16,0,976,437,962,302,858,0,0,1,0,27,0,0,1,0,0,45,1
770,4,216,210,558,3,3,6,31,7,23,15,2,84,84,14,1,27,248,839,827,184,13,0,173,878,926,301,783,65,1,0,1,16,11,0,11,1,0,70,0
771,4,228,79,1003,3,3,6,0,37,23,9,2,88,88,5,1,0,248,839,827,180,11,0,639,878,889,300,148,73,1,0,0,16,11,0,18,11,0,22,0
772,4,228,941,422,1,1,8,24,57,11,1,0,53,53,0,1,37,245,660,74,179,16,0,315,380,829,8,860,4,1,4,0,12,11,0,17,11,0,54,0
773,4,238,781,950,1,0,3,40,44,1,16,0,1,0,19,1,62,247,812,94,178,16,0,976,59,962,299,424,51,0,2,0,15,11,0,16,11,0,1,0
774,4,249,858,1046,3,3,0,7,69,29,10,2,88,88,4,1,0,245,839,553,182,10,0,107,132,621,298,36,30,1,1,0,12,11,0,23,11,0,2,0
775,4,241,361,206,1,1,0,10,69,29,16,0,92,92,1,1,73,243,21,169,181,16,0,128,260,597,7,794,30,1,4,0,9,11,0,19,11,0,73,0
776,4,252,401,126,1,1,5,32,51,2,16,2,92,92,1,1,73,243,839,827,175,11,0,128,878,597,297,794,30,1,0,0,9,11,0,10,11,0,1,0
777,4,274,637,530,1,1,5,22,19,1,12,2,92,92,1,1,73,243,839,295,176,10,0,583,526,698,296,60,4,1,1,1,9,11,0,12,11,0,22,0
778,4,284,139,361,3,3,7,18,17,10,1,2,88,88,19,1,0,242,839,827,175,10,0,615,878,921,295,893,46,0,0,1,8,11,0,10,11,0,22,0
779,4,287,965,308,3,3,8,40,30,11,15,0,44,44,0,1,87,238,492,723,175,16,0,449,141,315,294,958,4,1,1,0,3,11,0,10,11,0,65,0
780,4,295,752,498,3,3,5,10,1,1,1,2,8,8,1,1,56,238,460,662,174,6,0,236,231,792,293,271,70,1,4,0,3,11,0,9,11,0,60,0
781,4,299,351,408,3,3,5,11,69,29,9,0,70,70,8,1,59,239,491,721,175,16,0,726,557,728,292,757,45,1,1,1,4,11,0,10,11,0,60,0
782,4,299,596,292,3,3,5,15,42,2,3,2,69,69,18,1,46,28,839,648,21,6,0,733,51,869,291,247,30,1,1,0,0,4,0,26,4,0,45,0
783,4,303,692,796,3,3,7,14,56,14,13,0,58,58,0,1,91,235,659,217,173,16,0,512,576,127,6,949,4,1,1,0,29,11,0,8,11,0,73,0
784,4,311,235,4,1,2,5,24,22,1,5,0,88,88,0,1,0,259,270,579,191,16,0,249,350,628,290,171,4,1,4,0,30,1,0,2,1,0,22,0
785,4,445,445,132,1,1,1,18,69,29,16,0,88,88,19,1,0,236,317,503,171,16,0,540,659,88,996,171,30,0,4,0,30,11,0,4,11,0,45,0
786,4,330,945,505,3,3,7,11,54,15,1,0,5,5,14,1,90,229,417,402,168,16,0,699,273,434,5,787,64,0,4,0,11,11,0,1,11,0,70,0
787,4,326,215,153,1,0,0,39,69,29,16,2,84,84,5,1,27,233,839,827,171,4,0,853,878,709,289,480,30,1,0,0,27,11,0,4,11,0,65,0
788,4,333,379,767,3,3,7,31,41,14,12,2,86,86,0,1,55,233,839,827,171,11,0,164,878,374,995,728,4,1,0,0,27,11,0,4,11,0,65,0
789,4,334,879,162,3,3,4,21,69,29,7,0,97,97,19,1,70,230,300,430,168,16,0,256,566,319,288,656,5,1,1,0,22,11,0,1,11,0,65,0
790,4,338,998,1043,1,1,0,31,69,29,10,0,86,86,1,1,55,230,691,348,175,16,0,66,173,643,287,655,30,1,1,0,22,11,0,10,11,0,17,1
791,4,344,805,747,1,2,7,40,69,29,11,0,88,88,0,1,0,233,215,458,167,16,0,829,214,686,286,947,4,1,1,0,27,11,0,30,11,0,35,0
792,4,344,520,305,1,1,5,23,12,1,13,0,58,58,6,1,91,230,134,659,166,16,0,300,582,437,285,900,70,1,1,0,22,11,0,27,11,0,35,0
793,4,369,546,331,3,3,8,18,29,3,10,0,53,53,1,1,37,28,75,701,19,16,0,262,853,862,284,463,18,1,1,0,0,4,0,0,4,0,0,0
794,4,364,661,734,3,3,0,31,69,29,1,0,58,58,19,1,91,229,88,294,164,16,0,976,699,962,283,765,71,0,3,0,11,11,0,25,11,0,22,0
795,4,393,446,213,3,3,5,32,59,1,10,0,70,70,16,1,59,227,621,404,166,16,0,975,850,170,282,767,59,1,4,0,24,10,0,27,11,0,60,0
796,4,401,1010,945,3,3,5,18,43,1,13,0,52,52,1,1,35,222,44,148,162,16,0,426,772,412,281,386,63,1,4,0,18,10,0,11,11,0,65,0
797,4,401,456,334,1,1,7,40,4,14,16,0,54,54,11,0,54,27,72,241,20,16,0,281,479,930,280,146,20,1,1,0,24,0,0,25,4,0,45,0
798,4,417,491,397,1,1,7,36,4,10,2,2,86,86,4,1,55,223,839,827,161,4,0,962,878,920,279,53,30,1,0,0,19,10,0,23,10,0,35,0
799,4,428,995,779,1,1,7,31,9,12,1,0,58,58,0,1,91,222,316,317,161,16,0,37,199,537,278,666,4,1,1,0,18,10,0,23,10,0,45,0
800,4,433,141,710,1,2,1,6,31,3,16,0,84,84,4,0,27,26,74,242,20,16,0,354,234,934,277,530,38,1,4,0,23,0,0,25,4,0,54,0
801,4,5,666,716,3,3,0,6,69,29,14,0,89,89,14,1,2,220,727,229,158,16,0,62,100,653,276,265,24,1,1,0,15,10,0,19,10,0,45,0
802,4,11,867,698,1,2,0,24,69,29,1,0,89,89,19,1,2,223,724,319,158,16,0,976,525,962,275,268,35,0,1,0,19,10,0,19,10,0,0,0
803,4,15,139,361,3,3,7,18,17,14,9,2,53,53,1,1,37,222,839,827,158,11,0,546,878,268,274,324,28,1,0,1,18,10,0,19,10,0,1,1
804,4,17,231,538,3,3,0,32,69,29,1,2,19,20,6,1,89,218,839,152,160,10,0,659,529,336,273,929,68,1,3,0,13,10,0,21,10,0,70,0
805,4,444,282,588,3,3,0,18,69,29,7,0,64,62,19,0,53,24,254,180,25,16,0,172,180,796,272,109,30,0,1,0,20,0,0,2,4,0,11,0
806,4,200,381,337,1,1,0,18,69,29,14,2,88,88,19,1,0,211,839,827,173,10,0,976,878,962,271,380,0,0,0,0,5,10,0,8,11,0,40,0
807,0,119,946,940,3,3,1,18,39,22,13,2,12,12,0,1,16,22,839,827,17,13,0,859,878,547,270,854,4,1,0,1,17,0,0,23,0,0,54,0
808,0,66,845,989,1,1,1,18,39,11,16,0,1,0,19,0,62,4,169,456,0,16,0,976,283,962,269,751,34,0,1,1,27,0,0,28,0,0,1,0
809,0,84,729,252,0,3,6,10,31,11,2,0,1,0,11,1,62,196,463,636,185,16,0,399,665,951,268,192,5,1,1,0,18,9,0,22,1,0,64,0
810,0,82,1019,508,3,3,2,32,33,21,3,0,58,58,19,1,91,211,489,551,151,16,0,976,195,962,267,785,17,0,4,0,5,10,0,10,10,0,54,0
811,0,41,52,663,1,1,2,33,30,6,7,0,12,12,4,1,16,212,541,608,151,16,0,118,83,776,994,519,64,1,1,0,6,10,0,10,10,0,45,1
812,0,44,469,872,3,3,6,6,31,25,13,0,24,25,0,1,31,206,573,43,151,16,0,264,813,246,993,130,4,1,4,0,29,10,0,10,10,0,5,0
813,0,46,289,24,1,1,7,32,38,14,1,2,24,25,5,1,31,205,839,722,151,6,0,182,440,860,266,114,63,1,1,0,28,10,0,10,10,0,7,0
814,0,48,911,501,3,3,7,32,38,10,1,0,89,89,19,1,2,211,409,87,150,16,0,976,298,962,265,647,69,0,4,0,5,10,0,7,10,0,22,0
815,0,286,436,94,0,3,0,6,69,29,2,0,84,84,1,1,27,211,410,750,150,16,0,270,639,913,264,376,70,1,1,0,5,10,0,7,10,0,22,0
816,0,45,633,544,2,3,5,24,49,28,12,0,58,58,1,1,91,25,745,281,17,16,0,606,689,340,263,529,59,1,1,0,21,0,0,23,0,0,1,0
817,0,47,257,706,3,3,0,31,69,29,7,0,54,54,1,1,54,209,23,132,206,16,0,218,565,586,262,314,60,1,1,0,2,10,0,0,2,0,71,1
818,0,51,38,67,1,2,6,6,31,19,1,0,1,0,5,1,62,208,411,802,150,16,0,564,114,816,261,961,30,1,4,0,1,10,0,7,10,0,60,0
819,0,423,946,940,1,1,1,18,39,17,16,0,1,0,19,1,62,203,412,801,150,16,0,976,534,962,260,405,32,0,1,1,26,10,0,7,10,0,5,0
820,0,432,240,33,1,1,8,11,53,20,16,0,54,54,4,1,54,210,133,230,150,16,0,609,753,678,992,228,58,1,1,0,4,10,0,7,10,0,35,0
821,0,435,221,63,3,3,0,14,69,29,10,0,92,92,19,1,73,207,65,259,157,16,0,566,777,761,259,378,58,0,1,0,30,10,0,18,10,0,19,0
822,0,11,660,387,3,3,0,10,69,29,7,2,88,88,14,1,0,206,839,827,150,10,0,224,878,808,258,939,42,1,0,0,29,10,0,7,10,0,70,0
823,0,187,563,638,0,3,1,40,33,25,2,2,5,5,1,1,90,205,839,827,147,4,0,185,878,353,991,787,63,1,0,0,28,10,0,30,10,0,22,0
824,0,115,878,306,3,3,0,32,69,29,13,0,90,90,0,0,45,23,797,110,17,16,0,835,378,443,257,286,4,1,1,0,18,0,0,23,0,0,45,1
825,0,68,503,520,3,3,6,11,31,22,14,2,58,58,4,1,91,203,839,827,147,1,1,5,878,491,256,756,64,1,0,0,26,10,0,30,10,0,45,0
